Time [s],Channel 0
10.354418480,0
10.354427680,1
10.354603800,0
10.354610800,1
10.354787360,0
10.354794360,1
10.354970960,0
10.354977960,1
10.355154520,0
10.355558800,1
10.355706160,0
10.355711240,1
10.355859320,0
10.355933360,1
10.358867880,0
10.400613880,1
10.433559440,0
10.466939640,1
10.500292680,0
10.517559920,1
10.583513280,0
10.583524600,1
10.583746080,0
10.583757400,1
10.583978800,0
10.583986880,1
10.584714840,0
10.585116600,1
10.588752240,0
10.588775080,1
10.589066960,0
10.589089360,1
10.589381720,0
10.589404160,1
10.589696440,0
10.589707160,1
10.589931520,0
10.589939320,1
10.590164240,0
10.590172000,1
10.590397000,0
10.590404760,1
